,每次检验编号,逐秒车速,加速度,逐秒CO浓度,逐秒NO浓度,逐秒HC浓度,vsp,vsp_bin
548,330100141808280378,10.8,-2.9,0.05,4,40,-32.65,-21
549,330100141808280378,50.1,-0.1,0.09,159,38,39.08,21
550,330100141808280378,50.3,-0.1,0.43,50,54,39.54,21
551,330100141808280378,29.2,1.7,0.5,5,30,65.98,21
552,330100141808280378,31.2,0.4,0.64,6,40,27.02,21
553,330100141808280378,30.5,-0.7,0.63,7,35,-10.89,-11
554,330100141808280378,31.2,0.3,0.51,6,33,23.59,21
555,330100141808280378,0.2,0.2,0.0,26,27,0.07,1
556,330100141808280378,30.8,-0.1,0.05,26,29,9.5,10
557,330100141808280378,30.9,-0.3,0.04,28,30,2.79,3
558,330100141808280378,31.2,-0.3,0.02,40,30,2.99,3
559,330100141808280378,31.5,0.1,0.01,61,32,17.06,18
560,330100141808280378,0.0,0.0,0.0,28,24,0.0,0
561,330100141808280378,0.0,0.0,0.0,28,24,0.0,0
562,330100141808280378,0.0,0.0,0.0,27,24,0.0,0
563,330100141808280378,0.0,0.0,0.0,28,24,0.0,0
564,330100141808280378,0.0,0.0,0.0,28,24,0.0,0
565,330100141808280378,0.0,0.0,0.0,27,23,0.0,0
566,330100141808280378,0.0,0.0,0.0,27,23,0.0,0
567,330100141808280378,0.0,0.0,0.0,26,23,0.0,0
568,330100141808280378,0.0,0.0,0.0,25,23,0.0,0
569,330100141808280378,0.0,0.0,0.0,23,23,0.0,0
570,330100141808280378,0.0,0.0,0.0,20,23,0.0,0
571,330100141808280378,0.0,0.0,0.0,15,23,0.0,0
572,330100141808280378,0.0,0.0,0.0,11,23,0.0,0
573,330100141808280378,0.0,0.0,0.0,10,24,0.0,0
574,330100141808280378,0.0,0.0,0.0,9,24,0.0,0
575,330100141808280378,0.0,0.0,0.0,9,25,0.0,0
576,330100141808280378,0.0,-0.1,0.0,10,25,0.0,0
577,330100141808280378,0.2,-1.2,0.0,13,26,-0.24,-1
578,330100141808280378,0.0,0.0,0.03,25,34,0.0,0
579,330100141808280378,0.0,0.0,0.04,24,33,0.0,0
580,330100141808280378,0.0,0.0,0.0,22,32,0.0,0
581,330100141808280378,0.0,0.0,0.0,22,31,0.0,0
582,330100141808280438,0.0,0.0,0.01,8,12,0.0,0
583,330100141808280438,0.0,0.0,0.01,7,12,0.0,0
584,330100141808280438,2.2,-2.5,0.03,7,13,-5.76,-6
585,330100141808280438,4.7,-2.5,0.03,7,13,-12.27,-13
586,330100141808280438,10.4,-3.0,0.02,7,13,-32.61,-21
587,330100141808280438,21.2,-4.6,0.04,7,13,-101.6,-21
588,330100141808280438,8.8,1.5,0.03,8,11,15.89,16
589,330100141808280438,0.0,0.0,0.02,7,10,0.0,0
590,330100141808280438,31.3,3.0,0.07,45,11,116.68,21
591,330100141808280438,20.6,4.9,0.01,8,11,116.39,21
592,330100141808280438,11.6,2.8,0.03,8,11,37.73,21
593,330100141808280438,5.9,1.1,0.03,8,11,7.98,8
594,330100141808280438,0.3,0.3,0.03,6,11,0.14,1
595,330100141808280438,0.0,0.0,0.01,8,10,0.0,0
596,330100141808280438,35.2,0.4,0.04,6,12,33.31,21
597,330100141808280438,0.0,0.0,0.03,8,9,0.0,0
598,330100141808280438,0.0,0.0,0.04,2,12,0.0,0
599,330100141808280438,8.4,-3.1,0.04,22,13,-27.36,-21
600,330100141808280438,11.5,-4.1,0.03,26,13,-49.89,-21
601,330100141808280438,32.6,0.1,0.04,26,12,18.35,19
602,330100141808280438,32.5,0.1,0.04,21,12,18.23,19
603,330100141808280438,32.4,0.2,0.04,17,12,21.68,21
604,330100141808280438,32.2,0.1,0.03,10,12,17.88,18
605,330100141808280438,32.1,0.1,0.04,4,12,17.76,18
606,330100141808280438,4.8,1.2,0.04,7,11,7.0,8
607,330100141808280438,0.0,0.0,0.01,8,11,0.0,0
608,330100141808280438,32.1,-0.5,0.04,12,13,-3.43,-4
609,330100141808280438,20.1,1.7,0.02,7,12,42.69,21
610,330100141808280438,14.7,4.6,0.04,7,12,77.28,21
611,330100141808280438,5.4,2.6,0.03,7,11,16.2,17
612,330100141808280438,7.2,-1.2,0.04,18,13,-8.44,-9
613,330100141808280438,19.3,-3.2,0.04,34,12,-63.22,-21
614,330100141808280438,0.1,0.0,0.06,7,10,0.01,1
615,330100141808280438,0.1,-2.4,0.06,7,10,-0.25,-1
616,330100141808280438,2.5,-2.7,0.06,7,10,-7.09,-8
617,330100141808280438,5.2,-1.7,0.06,7,9,-9.0,-9
618,330100141808280438,14.1,0.3,0.05,6,8,7.36,8
619,330100141808280438,13.8,-0.5,0.02,7,9,-4.97,-5
620,330100141808280438,14.3,-0.5,0.01,7,9,-5.09,-6
621,330100141808280438,14.8,-0.4,0.04,8,9,-3.58,-4
622,330100141808280438,15.2,-2.4,0.04,4,9,-37.06,-21
623,330100141808280438,7.6,4.2,0.03,7,10,36.25,21
624,330100141808280438,0.0,0.0,0.03,7,10,0.0,0
625,330100141808280438,31.8,-0.4,0.02,6,12,-0.08,-1
626,330100141808280438,0.0,0.0,0.04,8,11,0.0,0
627,330100141808280438,0.0,0.0,0.01,7,10,0.0,0
628,330100141808280438,0.0,0.0,0.01,7,10,0.0,0
629,330100141808280438,49.8,0.4,0.04,3,12,65.78,21
630,330100141808280438,49.4,0.0,0.04,3,12,42.93,21
631,330100141808280438,34.8,0.4,0.03,7,12,32.63,21
632,330100141808280438,34.4,0.6,0.03,7,12,39.54,21
633,330100141808280438,34.3,-0.5,0.03,7,12,-2.15,-3
634,330100141808280438,7.2,-3.2,0.03,7,13,-24.28,-21
635,330100141808280438,13.4,-2.7,0.01,6,13,-37.3,-21
636,330100141808280438,35.2,-1.0,0.04,6,12,-20.9,-21
637,330100141808280438,36.2,-1.8,0.03,7,12,-52.57,-21
638,330100141808280438,41.5,-1.6,0.04,8,11,-45.98,-21
639,330100141808280438,48.7,-0.1,0.03,8,12,35.95,21
640,330100141808280438,48.8,-0.1,0.04,7,12,36.17,21
641,330100141808280438,48.9,-0.2,0.04,7,12,31.01,21
642,330100141808280438,50.0,0.2,0.04,2,12,55.35,21
643,330100141808280438,0.0,0.0,0.02,7,12,0.0,0
644,330100141808280438,0.0,-0.1,0.02,6,12,0.0,0
645,330100141808280438,18.8,-2.4,0.03,6,13,-45.14,-21
646,330100141808280438,0.0,0.0,0.02,8,11,0.0,0
647,330100141808280438,28.3,1.7,0.08,44,11,63.5,21
648,330100141808280438,26.6,2.2,0.07,35,12,73.57,21
649,330100141808280438,15.7,2.2,0.03,8,11,41.24,21
650,330100141808280438,13.5,1.9,0.04,8,11,30.74,21
651,330100141808280438,3.6,2.2,0.03,7,11,9.2,10
652,330100141808280438,0.0,0.0,0.04,4,12,0.0,0
653,330100141808280438,0.1,0.1,0.03,8,13,0.02,1
654,330100141808280438,28.2,-3.2,0.04,37,12,-88.77,-21
655,330100141808280438,31.4,-1.1,0.04,34,12,-24.5,-21
656,330100141808280438,0.0,0.0,0.04,7,11,0.0,0
657,330100141808280438,0.0,0.0,0.04,5,11,0.0,0
658,330100141808280438,0.0,0.0,0.03,2,12,0.0,0
659,330100141808280438,0.0,-1.6,0.04,10,13,0.0,0
660,330100141808280438,1.6,-4.6,0.04,12,13,-7.88,-8
661,330100141808280438,15.6,-3.7,0.04,30,13,-60.29,-21
662,330100141808280438,32.5,-0.1,0.03,29,12,11.08,12
663,330100141808280438,0.0,0.0,0.01,8,10,0.0,0
664,330100141808280438,0.0,0.0,0.02,7,10,0.0,0
665,330100141808280438,0.0,0.0,0.03,7,10,0.0,0
666,330100141808280438,0.0,0.0,0.05,7,10,0.0,0
667,330100141808280438,0.0,0.0,0.02,8,12,0.0,0
668,330100141808280438,0.0,0.0,0.04,7,10,0.0,0
669,330100141808280438,0.0,0.0,0.01,8,11,0.0,0
670,330100141808280438,0.0,-0.1,0.04,6,13,0.0,0
671,330100141808280438,6.2,-1.0,0.04,15,13,-5.93,-6
672,330100141808280438,22.5,-2.6,0.04,37,12,-57.94,-21
673,330100141808280438,25.1,-3.1,0.03,38,12,-77.5,-21
674,330100141808280438,24.4,1.9,0.06,19,12,58.6,21
675,330100141808280438,0.0,0.0,0.01,6,11,0.0,0
676,330100141808280438,0.0,0.0,0.01,8,11,0.0,0
677,330100141808280438,0.0,0.0,0.02,8,11,0.0,0
678,330100141808280438,48.2,1.7,0.01,10,12,130.31,21
679,330100141808280438,46.5,1.8,0.03,10,12,128.57,21
680,330100141808280438,44.7,1.8,0.04,11,12,121.38,21
681,330100141808280438,0.0,0.0,0.04,5,12,0.0,0
682,330100141808280438,31.7,-0.1,0.04,7,12,10.32,11
683,330100141808280438,0.0,0.0,0.06,6,10,0.0,0
684,330100141808280438,0.0,0.0,0.08,7,11,0.0,0
685,330100141808280438,0.0,0.0,0.09,8,10,0.0,0
686,330100141808280438,0.0,0.0,0.09,7,10,0.0,0
687,330100141808280438,0.0,0.0,0.09,8,11,0.0,0
688,330100141808280438,17.0,4.7,0.04,8,9,91.62,21
689,330100141808280438,12.3,4.7,0.03,7,9,65.78,21
690,330100141808280438,0.0,0.0,0.04,7,10,0.0,0
691,330100141808280438,0.0,0.0,0.04,7,10,0.0,0
692,330100141808280438,0.0,0.0,0.04,8,10,0.0,0
693,330100141808280438,32.2,-0.1,0.01,7,12,10.79,11
694,330100141808280438,32.3,0.4,0.04,5,12,28.65,21
695,330100141808280438,31.9,0.5,0.03,4,12,31.56,21
696,330100141808280438,31.4,0.2,0.04,2,12,20.4,21
697,330100141808280438,31.2,0.0,0.04,4,12,13.29,14
698,330100141808280438,31.2,-0.3,0.04,4,13,2.99,3
699,330100141808280438,31.5,-0.3,0.04,6,13,3.2,4
700,330100141808280438,31.8,-0.3,0.04,9,13,3.42,4
701,330100141808280438,32.6,-0.2,0.01,15,13,7.59,8
702,330100141808280438,32.8,1.0,0.02,19,13,51.07,21
703,330100141808280438,31.8,0.7,0.04,25,13,38.4,21
704,330100141808280438,0.0,0.0,0.04,7,10,0.0,0
705,330100141808280438,0.0,0.0,0.03,7,9,0.0,0
706,330100141808280438,0.0,0.0,0.03,7,9,0.0,0
707,330100141808280438,0.0,0.0,0.04,7,9,0.0,0
708,330100141808280438,42.9,2.6,0.04,13,12,152.2,21
709,330100141808280438,40.3,2.8,0.03,15,12,149.21,21
710,330100141808280438,35.9,0.8,0.02,25,12,50.3,21
711,330100141808280438,35.1,1.1,0.04,32,12,60.16,21
712,330100141808280438,31.1,0.0,0.05,31,12,13.19,14
713,330100141808280438,31.1,2.1,0.05,38,12,85.03,21
714,330100141808280438,29.0,2.4,0.06,41,12,87.75,21
715,330100141808280438,26.6,2.4,0.05,35,12,79.42,21
716,330100141808280438,24.2,4.1,0.04,23,12,116.62,21
717,330100141808280438,18.4,3.7,0.01,7,12,79.2,21
718,330100141808280438,10.1,3.1,0.04,7,11,36.09,21
719,330100141808280438,7.0,1.6,0.04,6,11,13.35,14
720,330100141808280438,2.8,2.5,0.04,8,11,8.08,9
721,330100141808280438,34.7,0.0,0.04,7,12,17.2,18
722,330100141808280438,34.5,-0.4,0.03,7,12,1.78,2
723,330100141808280438,28.8,-2.9,0.04,7,13,-80.86,-21
724,330100141808280438,31.7,-2.0,0.04,6,12,-55.94,-21
725,330100141808280438,34.7,0.2,0.04,8,12,24.83,21
726,330100141808280438,49.6,1.4,0.01,10,13,119.78,21
727,330100141808280438,37.5,1.6,0.01,19,12,86.88,21
728,330100141808280438,34.0,2.7,0.06,40,11,117.34,21
729,330100141808280438,0.0,0.0,0.05,8,10,0.0,0
730,330100141808280438,0.0,0.0,0.07,8,10,0.0,0
731,330100141808280438,0.0,-0.1,0.09,8,11,0.0,0
732,330100141808280438,14.6,0.5,0.06,7,9,10.9,11
733,330100141808280438,17.6,0.6,0.04,8,9,15.59,16
734,330100141808280438,1.0,1.0,0.04,8,10,1.23,2
735,330100141808280438,0.0,0.0,0.04,7,9,0.0,0
736,330100141808280438,0.0,0.0,0.01,7,11,0.0,0
737,330100141808280438,0.0,0.0,0.04,8,11,0.0,0
738,330100141808280438,0.0,0.0,0.03,7,11,0.0,0
739,330100141808280438,31.9,0.2,0.04,8,12,21.03,21
740,330100141808280438,22.5,0.5,0.05,7,12,18.78,19
741,330100141808280438,22.0,0.0,0.04,7,11,6.12,7
742,330100141808280438,22.0,1.4,0.02,7,11,40.0,21
743,330100141808280438,1.4,1.3,0.03,8,11,2.19,3
744,330100141808280438,32.0,0.1,0.04,2,12,17.64,18
745,330100141808280438,31.7,0.0,0.04,7,12,13.8,14
746,330100141808280438,0.1,-0.1,0.03,7,12,0.0,1
747,330100141808280438,16.1,-2.7,0.03,6,13,-44.43,-21
748,330100141808280438,25.8,-3.0,0.03,7,13,-76.55,-21
749,330100141808280438,33.7,-1.0,0.04,8,12,-21.06,-21
750,330100141808280438,34.9,-0.3,0.03,8,12,5.93,6
751,330100141808280438,33.8,-0.5,0.04,6,12,-2.47,-3
752,330100141808280438,34.8,-0.4,0.03,8,12,2.01,3
753,330100141808280438,38.0,-1.9,0.04,7,12,-57.83,-21
754,330100141808280438,39.9,-1.6,0.03,8,12,-45.77,-21
755,330100141808280438,43.1,-1.6,0.04,7,11,-45.99,-21
756,330100141808280438,44.7,-1.6,0.04,7,11,-45.8,-21
757,330100141808280438,46.3,-1.6,0.04,7,11,-45.4,-21
758,330100141808280438,47.9,-0.8,0.03,7,11,-2.64,-3
759,330100141808280438,49.7,-0.3,0.04,5,12,27.23,21
760,330100141808280438,49.4,-0.5,0.03,5,13,15.76,16
761,330100141808280438,0.2,-2.0,0.03,8,13,-0.41,-1
762,330100141808280438,34.5,0.0,0.03,7,12,16.96,17
763,330100141808280438,0.1,0.0,0.08,8,10,0.01,1
764,330100141808280438,49.1,-0.6,0.04,6,12,9.82,10
765,330100141808280438,49.9,-0.1,0.01,5,13,38.62,21
766,330100141808280438,50.0,0.1,0.01,7,13,49.85,21
767,330100141808280438,49.9,0.3,0.01,8,13,60.58,21
768,330100141808280438,7.3,1.4,0.04,6,11,12.32,13
769,330100141808280438,0.1,0.1,0.04,8,11,0.02,1
770,330100141808280438,0.0,0.0,0.03,8,11,0.0,0
771,330100141808280438,0.0,0.0,0.02,8,11,0.0,0
772,330100141808280438,6.9,-3.8,0.07,6,9,-27.83,-21
773,330100141808280438,10.7,-3.3,0.08,7,9,-37.06,-21
774,330100141808280438,14.0,-0.6,0.08,8,9,-6.56,-7
775,330100141808280438,3.4,2.4,0.04,8,10,9.44,10
776,330100141808300076,12.4,1.2,0.01,80,8,18.58,19
777,330100141808300076,11.2,3.2,0.01,93,8,41.33,21
778,330100141808300076,0.1,0.1,0.02,218,8,0.02,1
779,330100141808300076,0.0,0.0,0.01,251,7,0.0,0
780,330100141808300076,0.0,0.0,0.01,257,7,0.0,0
781,330100141808300076,0.8,-2.3,0.02,151,9,-1.92,-2
782,330100141808300076,3.4,-1.4,0.01,60,8,-4.78,-5
783,330100141808300076,4.8,-2.4,0.01,50,8,-12.01,-13
784,330100141808300076,32.3,-1.3,0.02,73,9,-31.75,-21
785,330100141808300076,49.0,-0.4,0.01,259,10,20.44,21
786,330100141808300076,40.0,2.8,0.01,179,9,147.81,21
787,330100141808300076,37.2,1.8,0.01,145,9,94.11,21
788,330100141808300076,14.0,1.6,0.01,68,9,27.32,21
789,330100141808300076,8.0,1.0,0.01,108,8,10.01,11
790,330100141808300076,4.4,2.8,0.02,171,8,14.16,15
791,330100141808300076,1.6,1.5,0.01,194,8,2.85,3
792,330100141808300076,0.0,0.0,0.01,243,7,0.0,0
793,330100141808300076,0.0,0.0,0.01,223,7,0.0,0
794,330100141808300076,0.0,0.0,0.01,236,7,0.0,0
795,330100141808300076,0.0,0.0,0.01,305,8,0.0,0
796,330100141808300076,0.0,0.0,0.01,275,9,0.0,0
797,330100141808300076,0.0,0.0,0.01,90,8,0.0,0
798,330100141808300076,4.8,-2.6,0.01,91,9,-13.06,-14
799,330100141808300076,0.0,0.0,0.01,97,8,0.0,0
800,330100141808300076,11.0,-2.7,0.01,58,8,-30.82,-21
801,330100141808300076,13.8,-2.0,0.01,36,8,-27.74,-21
802,330100141808300076,28.8,-2.0,0.01,55,9,-52.34,-21
803,330100141808300076,34.0,-1.6,0.02,118,9,-43.48,-21
804,330100141808300076,35.6,-0.9,0.01,141,9,-16.92,-17
805,330100141808300076,36.0,0.9,0.01,193,9,54.48,21
806,330100141808300076,35.9,-0.7,0.02,229,8,-8.93,-9
807,330100141808300076,33.8,-1.4,0.01,68,8,-35.93,-21
808,330100141808300076,35.2,-2.2,0.01,61,8,-67.37,-21
809,330100141808300076,37.4,-2.4,0.01,59,8,-78.0,-21
810,330100141808300076,39.8,-1.8,0.02,60,8,-54.51,-21
811,330100141808300076,41.6,-1.8,0.02,60,8,-55.14,-21
812,330100141808300076,21.5,-3.5,0.02,43,9,-76.94,-21
813,330100141808300076,25.0,-3.8,0.02,49,9,-96.48,-21
814,330100141808300076,30.8,-1.5,0.01,63,9,-37.93,-21
815,330100141808300076,34.8,-1.1,0.01,237,8,-24.79,-21
816,330100141808300076,33.6,-0.2,0.01,92,8,8.5,9
817,330100141808300076,0.0,0.0,0.01,248,7,0.0,0
818,330100141808300076,0.0,0.0,0.01,234,7,0.0,0
819,330100141808300076,0.0,0.0,0.01,224,7,0.0,0
820,330100141808300076,0.0,0.0,0.01,219,7,0.0,0
821,330100141808300076,0.0,0.0,0.01,83,8,0.0,0
822,330100141808300076,3.1,-1.7,0.01,116,9,-5.38,-6
823,330100141808300076,7.2,-3.8,0.01,42,8,-29.03,-21
824,330100141808300076,33.6,-0.2,0.02,85,9,8.5,9
825,330100141808300076,33.8,-0.2,0.01,99,9,8.69,9
826,330100141808300076,35.1,0.3,0.01,221,9,29.28,21
827,330100141808300076,50.4,1.0,0.01,264,10,100.76,21
828,330100141808300076,46.0,2.5,0.01,217,9,161.97,21
829,330100141808300076,35.4,0.8,0.02,112,9,49.22,21
830,330100141808300076,43.5,3.5,0.01,205,9,198.08,21
831,330100141808300076,34.6,0.6,0.02,83,9,39.91,21
832,330100141808300076,21.3,2.9,0.01,45,8,73.68,21
833,330100141808300076,18.4,2.3,0.01,54,9,50.86,21
834,330100141808300076,16.1,2.1,0.01,60,9,40.58,21
835,330100141808300076,0.0,0.0,0.01,237,8,0.0,0
836,330100141808300076,0.0,0.0,0.01,279,8,0.0,0
837,330100141808300076,0.0,0.0,0.01,296,9,0.0,0
838,330100141808300076,0.0,0.0,0.02,241,9,0.0,0
839,330100141808300076,0.0,-0.8,0.01,198,9,0.0,0
840,330100141808300076,0.0,0.0,0.01,95,8,0.0,0
841,330100141808300076,0.0,0.0,0.01,94,8,0.0,0
842,330100141808300076,0.0,-0.7,0.01,84,8,0.0,0
843,330100141808300076,0.7,-2.7,0.01,71,8,-1.99,-2
844,330100141808300076,13.7,-2.3,0.01,58,8,-32.08,-21
845,330100141808300076,16.0,-2.6,0.01,64,8,-42.41,-21
846,330100141808300076,11.0,-2.8,0.01,37,8,-32.03,-21
847,330100141808300076,49.4,0.4,0.02,253,10,64.66,21
848,330100141808300076,48.8,1.2,0.01,260,10,105.95,21
849,330100141808300076,47.6,1.6,0.01,240,9,122.63,21
850,330100141808300076,18.4,-3.1,0.02,40,9,-58.43,-21
851,330100141808300076,36.5,0.5,0.01,168,9,39.58,21
852,330100141808300076,36.6,1.5,0.02,193,8,80.03,21
853,330100141808300076,35.1,1.5,0.01,137,8,75.61,21
854,330100141808300076,49.4,0.6,0.01,266,10,75.53,21
855,330100141808300076,34.0,1.7,0.02,69,9,79.94,21
856,330100141808300076,32.3,2.9,0.03,62,9,117.48,21
857,330100141808300076,29.4,2.9,0.03,58,8,105.34,21
858,330100141808300076,26.5,2.7,0.03,49,8,87.82,21
859,330100141808300076,23.8,0.3,0.03,41,8,15.07,16
860,330100141808300076,23.5,0.1,0.02,39,8,9.61,10
861,330100141808300076,23.4,2.1,0.01,43,8,61.01,21
862,330100141808300076,16.6,-1.3,0.02,105,7,-20.17,-21
863,330100141808300076,11.3,0.2,0.01,73,7,4.41,5
864,330100141808300076,0.1,0.1,0.02,113,7,0.02,1
865,330100141808300076,0.0,0.0,0.01,113,8,0.0,0
866,330100141808300076,1.7,1.6,0.02,40,8,3.22,4
867,330100141808300076,0.0,0.0,0.02,35,8,0.0,0
868,330100141808300076,10.7,2.9,0.01,91,7,35.92,21
869,330100141808300076,7.8,1.8,0.01,64,7,16.62,17
870,330100141808300076,0.0,0.0,0.02,32,7,0.0,0
871,330100141808300076,0.0,0.0,0.01,59,7,0.0,0
872,330100141808300076,0.0,0.0,0.01,32,7,0.0,0
873,330100141808300076,0.0,0.0,0.01,43,8,0.0,0
874,330100141808300076,0.0,0.0,0.01,50,8,0.0,0
875,330100141808300076,32.2,0.2,0.01,54,8,21.42,21
876,330100141808300076,32.1,-0.2,0.01,49,8,7.16,8
877,330100141808300076,33.1,0.2,0.01,79,8,22.6,21
878,330100141808300076,32.8,1.0,0.01,194,8,51.07,21
879,330100141808300076,47.9,-1.7,0.01,68,8,-50.06,-21
880,330100141808300076,43.4,-2.2,0.02,62,8,-74.61,-21
881,330100141808300076,45.6,-2.3,0.01,64,8,-80.71,-21
882,330100141808300076,49.6,-0.5,0.02,74,8,16.12,17
883,330100141808300076,15.0,4.3,0.01,138,7,73.95,21
884,330100141808300076,6.0,1.9,0.01,55,7,13.4,14
885,330100141808300076,4.1,2.4,0.01,47,8,11.39,12
886,330100141808300076,32.0,-0.1,0.01,50,8,10.6,11
887,330100141808300076,32.6,-0.3,0.02,56,8,4.01,5
888,330100141808300076,30.9,0.1,0.01,250,8,16.39,17
889,330100141808300076,30.8,-1.9,0.01,274,8,-51.48,-21
890,330100141808300076,32.7,-1.4,0.01,288,8,-35.48,-21
891,330100141808300076,0.0,0.0,0.02,114,8,0.0,0
892,330100141808300076,0.0,0.0,0.02,132,7,0.0,0
893,330100141808300076,14.8,-0.7,0.02,99,7,-8.46,-9
894,330100141808300076,0.0,0.0,0.02,67,7,0.0,0
895,330100141808300076,11.6,0.3,0.01,71,7,5.83,6
896,330100141808300076,1.9,1.8,0.01,107,7,4.01,5
897,330100141808300076,0.0,0.0,0.01,104,7,0.0,0
898,330100141808300076,0.0,0.0,0.01,92,7,0.0,0
899,330100141808300076,0.0,0.0,0.01,78,7,0.0,0
900,330100141808300076,0.0,0.0,0.01,69,7,0.0,0
901,330100141808300076,0.0,0.0,0.02,64,7,0.0,0
902,330100141808300076,0.0,0.0,0.01,64,7,0.0,0
903,330100141808300076,18.6,-2.9,0.02,68,8,-54.94,-21
904,330100141808300076,21.5,-3.5,0.02,74,8,-76.94,-21
905,330100141808300076,25.0,-3.8,0.01,80,8,-96.48,-21
906,330100141808300076,28.8,-2.9,0.01,82,8,-80.86,-21
907,330100141808300076,7.0,0.2,0.02,127,8,2.57,3
908,330100141808300076,6.8,2.4,0.01,148,8,18.94,19
909,330100141808300076,0.0,0.0,0.02,248,7,0.0,0
910,330100141808300076,0.0,0.0,0.01,296,8,0.0,0
911,330100141808300076,0.0,0.0,0.01,305,8,0.0,0
912,330100141808300076,7.4,-3.6,0.02,69,9,-28.2,-21
913,330100141808300076,15.8,-2.6,0.01,37,8,-41.91,-21
914,330100141808300076,0.1,0.1,0.02,35,8,0.02,1
915,330100141808300076,0.0,0.0,0.01,30,7,0.0,0
916,330100141808300076,0.0,0.0,0.01,30,7,0.0,0
917,330100141808300076,0.0,0.0,0.01,38,8,0.0,0
918,330100141808300076,0.0,0.0,0.01,78,8,0.0,0
919,330100141808300076,0.0,0.0,0.01,89,8,0.0,0
920,330100141808300076,0.0,0.0,0.01,102,8,0.0,0
921,330100141808300076,0.0,0.0,0.01,123,7,0.0,0
922,330100141808300076,0.0,0.0,0.01,132,7,0.0,0
923,330100141808300076,0.0,0.0,0.02,123,7,0.0,0
924,330100141808300076,0.3,-2.8,0.01,98,7,-0.88,-1
925,330100141808300076,15.5,-0.5,0.03,112,7,-5.35,-6
926,330100141808300076,34.1,0.2,0.01,275,7,23.98,21
927,330100141808300076,30.3,1.4,0.01,119,7,59.06,21
928,330100141808300076,23.2,4.1,0.01,162,7,111.47,21
929,330100141808300076,3.1,-2.8,0.02,97,7,-9.13,-10
930,330100141808300076,5.9,-2.8,0.01,96,7,-17.33,-18
931,330100141808300076,8.7,-2.7,0.01,91,7,-24.49,-21
932,330100141808300076,14.6,-0.2,0.02,89,7,-0.34,-1
933,330100141808300076,31.7,-0.8,0.01,85,8,-14.09,-15
934,330100141808300076,32.5,0.0,0.01,82,8,14.66,15
935,330100141808300076,32.5,0.1,0.01,76,8,18.23,19
936,330100141808300076,15.1,-1.5,0.02,118,7,-21.88,-21
937,330100141808300076,17.9,1.0,0.01,89,7,23.78,21
938,330100141808300076,11.1,5.2,0.01,83,7,65.37,21
939,330100141808300076,5.9,4.0,0.01,97,7,26.8,21
940,330100141808300076,0.0,0.0,0.01,62,6,0.0,0
941,330100141808300076,32.4,0.0,0.01,69,8,14.55,15
942,330100141808300076,32.4,0.2,0.01,61,8,21.68,21
943,330100141808300076,32.3,-0.3,0.01,51,8,3.78,4
944,330100141808300076,32.9,0.2,0.01,94,8,22.34,21
945,330100141808300076,32.7,-0.4,0.01,113,8,0.49,1
946,330100141808300076,33.9,1.2,0.01,237,7,60.99,21
947,330100141808300076,32.7,0.8,0.01,186,7,43.65,21
948,330100141808300076,31.9,1.6,0.01,146,7,70.16,21
949,330100141808300076,49.2,0.2,0.01,120,9,53.29,21
950,330100141808300076,28.9,2.1,0.01,114,7,77.86,21
951,330100141808300076,15.5,0.5,0.02,174,7,11.7,12
952,330100141808300076,50.1,0.5,0.01,85,8,72.15,21
953,330100141808300076,49.0,-0.2,0.01,144,9,31.22,21
954,330100141808300076,50.1,-1.0,0.02,204,9,-10.52,-11
955,330100141808300076,11.4,-3.2,0.01,86,7,-38.18,-21
956,330100141808300076,0.0,-0.3,0.02,109,7,0.0,0
957,330100141808300076,16.0,0.9,0.03,119,7,19.19,20
958,330100141808300076,16.9,5.3,0.01,75,7,102.22,21
959,330100141808300076,32.9,-0.2,0.01,66,8,7.86,8
960,330100141808300076,33.1,-0.4,0.01,137,8,0.76,1
961,330100141808300076,33.5,0.7,0.01,164,8,41.57,21
962,330100141808300076,31.8,0.9,0.02,223,8,45.39,21
963,330100141808300076,49.2,-0.9,0.01,173,9,-6.25,-7
964,330100141808300076,51.2,0.8,0.01,261,9,92.35,21
965,330100141808300076,49.6,0.4,0.01,101,8,65.22,21
966,330100141808300076,51.1,-0.1,0.02,235,9,41.42,21
967,330100141808300076,26.8,3.6,0.01,134,7,115.48,21
968,330100141808300076,19.1,3.6,0.02,181,7,80.26,21
969,330100141808300076,0.0,0.0,0.02,62,6,0.0,0
970,330100141808300324,40.0,2.2,0.03,9,7,121.41,21
971,330100141808300324,1.5,-1.3,0.04,11,4,-1.95,-2
972,330100141808300324,2.8,-6.7,0.04,11,4,-20.26,-21
973,330100141808300324,14.8,0.2,0.02,10,5,6.19,7
974,330100141808300324,14.6,0.0,0.02,6,4,2.87,3
975,330100141808300324,6.9,-2.9,0.04,11,5,-21.0,-21
976,330100141808300324,9.8,-3.2,0.04,12,5,-32.92,-21
977,330100141808300324,14.6,-0.6,0.03,11,4,-6.77,-7
978,330100141808300324,20.6,-2.2,0.04,12,5,-44.49,-21
979,330100141808300324,24.7,-4.2,0.04,11,5,-106.3,-21
980,330100141808300324,28.9,-1.8,0.04,11,5,-46.12,-21
981,330100141808300324,31.2,0.0,0.04,11,4,13.29,14
982,330100141808300324,31.2,0.0,0.03,11,4,13.29,14
983,330100141808300324,31.1,0.0,0.03,11,4,13.19,14
984,330100141808300324,31.1,0.0,0.03,12,4,13.19,14
